accuracy,loss,val_accuracy,val_loss,learning_rate
0.41072604060173035,2.115769863128662,0.6681299209594727,1.2058025598526,0.0010000000474974513
0.6287562847137451,1.2757015228271484,0.7164179086685181,1.0787250995635986,0.0010000000474974513
0.6884185075759888,1.060606598854065,0.6962247490882874,1.057900309562683,0.0010000000474974513
0.7241719961166382,0.9145860075950623,0.7269534468650818,1.0019505023956299,0.0010000000474974513
0.7480807304382324,0.8209633827209473,0.7199297547340393,1.055383324623108,0.0010000000474974513
0.7719894647598267,0.7292312383651733,0.7234416007995605,1.0614734888076782,0.0010000000474974513
0.8224391341209412,0.5725093483924866,0.754170298576355,0.9920138716697693,0.0005000000237487257
0.8383417129516602,0.5051237344741821,0.7515364289283752,0.9968057870864868,0.0005000000237487257
0.8485413193702698,0.46871417760849,0.7629499435424805,1.028031826019287,0.0005000000237487257
0.8693792223930359,0.40080007910728455,0.7603160738945007,0.994130551815033,0.0002500000118743628
0.8771660327911377,0.3775634169578552,0.7629499435424805,0.9892120361328125,0.0002500000118743628
0.8880236744880676,0.34885573387145996,0.7647058963775635,0.9897051453590393,0.0002500000118743628
0.8953717947006226,0.32200533151626587,0.757682204246521,1.0400525331497192,0.0002500000118743628
0.9034876227378845,0.3001285791397095,0.7629499435424805,1.0224223136901855,0.0001250000059371814
0.9084228873252869,0.2843691408634186,0.7673397660255432,1.0145583152770996,0.0001250000059371814
0.9088615775108337,0.27853426337242126,0.773485541343689,1.015858769416809,6.25000029685907e-05
0.9113840460777283,0.2677065432071686,0.7673397660255432,1.010183334350586,6.25000029685907e-05
0.9159903526306152,0.2519840598106384,0.773485541343689,1.002476692199707,3.125000148429535e-05
0.9166483879089355,0.251165509223938,0.7682177424430847,1.0095648765563965,3.125000148429535e-05
0.9165387153625488,0.2541077435016632,0.7743634581565857,1.0095821619033813,1.5625000742147677e-05
0.9194998741149902,0.2437504231929779,0.773485541343689,1.0104318857192993,1.5625000742147677e-05
0.9186224937438965,0.24521596729755402,0.7682177424430847,1.0111061334609985,7.812500371073838e-06
0.9204869270324707,0.24603787064552307,0.7726075649261475,1.0118330717086792,7.812500371073838e-06
0.9194998741149902,0.24908506870269775,0.7726075649261475,1.012489914894104,3.906250185536919e-06
0.9209256172180176,0.2456817328929901,0.773485541343689,1.0130951404571533,3.906250185536919e-06
