accuracy,loss,val_accuracy,val_loss,learning_rate
0.3879140019416809,2.2235302925109863,0.627743661403656,1.351438045501709,0.0010000000474974513
0.5972800850868225,1.3898967504501343,0.6804214119911194,1.136289119720459,0.0010000000474974513
0.6580390334129333,1.178855299949646,0.6953467726707458,1.0937281847000122,0.0010000000474974513
0.6837025880813599,1.0652118921279907,0.6900790333747864,1.1089973449707031,0.0010000000474974513
0.7106821537017822,0.9584851861000061,0.6988586187362671,1.1109898090362549,0.0010000000474974513
0.7501645088195801,0.8104262351989746,0.7111501097679138,1.0474351644515991,0.0005000000237487257
0.7669445276260376,0.7457354068756104,0.7208077311515808,1.035969853401184,0.0005000000237487257
0.7827374339103699,0.6978049278259277,0.7137840390205383,1.0662903785705566,0.0005000000237487257
0.7849308848381042,0.6756733655929565,0.7278314232826233,1.0360256433486938,0.0005000000237487257
0.8232068419456482,0.5746292471885681,0.7357330918312073,1.0262150764465332,0.0002500000118743628
0.8225488066673279,0.5538921356201172,0.730465292930603,1.0406602621078491,0.0002500000118743628
0.8318710327148438,0.5343186259269714,0.7295873761177063,1.0550531148910522,0.0002500000118743628
0.8403158783912659,0.49677905440330505,0.7287093997001648,1.0415027141571045,0.0001250000059371814
0.8395481705665588,0.49165478348731995,0.732221245765686,1.044532060623169,0.0001250000059371814
0.8487606644630432,0.46264058351516724,0.7348551154136658,1.0404878854751587,6.25000029685907e-05
0.8546830415725708,0.45559537410736084,0.733977198600769,1.04005765914917,6.25000029685907e-05
0.852270245552063,0.44986382126808167,0.7366110682487488,1.0332902669906616,3.125000148429535e-05
0.8536959886550903,0.4536634683609009,0.7374890446662903,1.0369421243667603,3.125000148429535e-05
0.8563281297683716,0.43706732988357544,0.7357330918312073,1.0353491306304932,1.5625000742147677e-05
0.8584119081497192,0.43915411829948425,0.7348551154136658,1.0343273878097534,1.5625000742147677e-05
0.8609344363212585,0.43624863028526306,0.7366110682487488,1.034671664237976,7.812500371073838e-06
0.8629085421562195,0.42737793922424316,0.733977198600769,1.0344914197921753,7.812500371073838e-06
0.8593990206718445,0.4360652267932892,0.7348551154136658,1.034718632698059,3.906250185536919e-06
0.861153781414032,0.4295191466808319,0.7357330918312073,1.034841537475586,3.906250185536919e-06
0.8617021441459656,0.4274366497993469,0.7357330918312073,1.034989595413208,1.9531250927684596e-06
